cod_prod;nome_abrev;nome_completo;descricao;categoria;sub_categoria;marca;conteudo_valor;conteudo_medida
321304327694;Dove Hair Therapy Breakage;Dove Hair Therapy Breakage Repair Sulphate-Free Shampoo, No Parabens & No Dyes, With Nutri-Lock Serum to Reduce Hair Fall for Thicker Looking Hair, 380 ;Shampoo Dove Dove Hair Therapy Breakage Repair Sulphate-Free Shampoo, No Parabens & No Dyes, With Nutri-Lock Serum to Reduce Hair Fall for Thicker Looking Hair, 380   para Cabelo;Cabelo;Shampoo;Dove;380.0;ml
864925425184;Dove Intense Repair Shampoo;Dove Intense Repair Shampoo 650 , Repairs Dry And Damaged Hair, Strengthening Shampoo For Smooth & Strong Hair - Mild Daily Shampoo For Men & Women;Shampoo Dove Dove Intense Repair Shampoo 650 , Repairs Dry And Damaged Hair, Strengthening Shampoo For Smooth & Strong Hair - Mild Daily Shampoo For Men & Women  para Cabelo;Cabelo;Shampoo;Dove;650.0;ml
434273264270;Dove Daily Shine Shampoo;Dove Daily Shine Shampoo 1 L, For Damaged Or Frizzy Hair, Makes Hair Soft, Shiny And Smooth - Mild Daily Shampoo For Men & Women;Shampoo Dove Dove Daily Shine Shampoo 1 L, For Damaged Or Frizzy Hair, Makes Hair Soft, Shiny And Smooth - Mild Daily Shampoo For Men & Women  para Cabelo;Cabelo;Shampoo;Dove;1.0;ml
660233223548;Dove Intense Repair Shampoo;Dove Intense Repair Shampoo 1 L, Repairs Dry and Damaged Hair, Strengthening Shampoo for Smooth & Strong Hair - Mild Daily Shampoo for Men & Women;Shampoo Dove Dove Intense Repair Shampoo 1 L, Repairs Dry and Damaged Hair, Strengthening Shampoo for Smooth & Strong Hair - Mild Daily Shampoo for Men & Women  para Cabelo;Cabelo;Shampoo;Dove;1.0;ml
589021652592;Dove Hair Fall Rescue;Dove Hair Fall Rescue Shampoo For Weak Hair, 1 Ltr;Shampoo Dove Dove Hair Fall Rescue Shampoo For Weak Hair, 1 Ltr  para Cabelo;Cabelo;Shampoo;Dove;1.0;ml
981277196644;Paris Deep Conditioner Rebalancing;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Deep Conditioner, Rebalancing & Hyd, For Oily Roots & Dry Ends, Extraordinary Clay Ra;Máscara capilar L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Deep Conditioner, Rebalancing & Hyd, For Oily Roots & Dry Ends, Extraordinary Clay Ra  para Cabelo;Cabelo;Máscara capilar;L'Oreal Paris;180.0;ml
590935468247;Paris Shampoo Nourishes Repair;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Shampoo, Nourishes, Repair & Shine, For Long and Lifeless Hair, Dre;Shampoo L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Shampoo, Nourishes, Repair & Shine, For Long and Lifeless Hair, Dre  para Cabelo;Cabelo;Shampoo;L'Oreal Paris;192.5;ml
277349126030;Paris Hair Mask Damaged;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Hair Mask, For Damaged and Weak Hair, With Pro-Keratin + Ceramide, Tot;Máscara capilar L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Hair Mask, For Damaged and Weak Hair, With Pro-Keratin + Ceramide, Tot  para Cabelo;Cabelo;Máscara capilar;L'Oreal Paris;200.0;ml
364879374670;Paris Purifying Hyd Shampoo;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Purifying and Hyd Shampoo, Rebalancing & Hyd, For Oily Roots & Dry Ends, Extraord;Shampoo L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Purifying and Hyd Shampoo, Rebalancing & Hyd, For Oily Roots & Dry Ends, Extraord  para Cabelo;Cabelo;Shampoo;L'Oreal Paris;704.0;ml
678577960449;Paris Professional Nourishing Treatment;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Professional Nourishing Treatment, For Smooth & Straight Frizz-Free hair, Paraben Free, With Precious Essential Oils, Extraordinary Oil Smooth Stea;Máscara capilar L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Professional Nourishing Treatment, For Smooth & Straight Frizz-Free hair, Paraben Free, With Precious Essential Oils, Extraordinary Oil Smooth Stea  para Cabelo;Cabelo;Máscara capilar;L'Oreal Paris;40.0;ml
709988926509;Paris Shampoo Vibrant Revived;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Shampoo, Vibrant & Revived Colour, For Colour-treated Hair, Protects from UVA & UVB, Colo;Shampoo L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Shampoo, Vibrant & Revived Colour, For Colour-treated Hair, Protects from UVA & UVB, Colo  para Cabelo;Cabelo;Shampoo;L'Oreal Paris;340.0;ml
243497726491;Paris Shampoo Paraben Silicone;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Shampoo, Paraben & Silicone Free, Nourishing for Smooth & Straight Frizz-Free hair, With Precious Essential Oils, Extraordinary;Shampoo L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Shampoo, Paraben & Silicone Free, Nourishing for Smooth & Straight Frizz-Free hair, With Precious Essential Oils, Extraordinary  para Cabelo;Cabelo;Shampoo;L'Oreal Paris;440.0;ml
767261902992;Neutrogena Shampoo Gentle Clarifying;Neutrogena Anti-Residue Shampoo, Gentle Non-Irritating Clarifying Shampoo to Remove Hair Build-Up & Residue, 6 fl. oz;Shampoo Neutrogena Neutrogena Anti-Residue Shampoo, Gentle Non-Irritating Clarifying Shampoo to Remove Hair Build-Up & Residue, 6 fl. oz  para Cabelo;Cabelo;Shampoo;Neutrogena;6.0;oz
260705419563;Moisture Surge Lip Treatment;Moisture Surge Lip Hydro-Plump Treatment;Gloss Clinique Moisture Surge Lip Hydro-Plump Treatment  para Lábios;Lábios;Gloss;Clinique;10.2;ml
280274579758;Nivea Fruity Lip Care;Nivea Fruity Lip Care - Strawberry, 10g Pack;Balm Nivea Nivea Fruity Lip Care - Strawberry, 10g Pack  para Lábios;Lábios;Balm;Nivea;10.0;ml
843174134702;Dior Addict Lip Maximizer;Dior Addict Lip Maximizer Serum - 000 Universal;Gloss Dior Dior Addict Lip Maximizer Serum - 000 Universal  para Lábios;Lábios;Gloss;Dior;3.2;ml
517355520256;Gloss Bomb Heat Universal;Gloss Bomb Heat Universal Lip Luminizer + Plumper;Gloss FENTY BEAUTY by Rihanna Gloss Bomb Heat Universal Lip Luminizer + Plumper  para Lábios;Lábios;Gloss;FENTY BEAUTY by Rihanna;270.0;ml
97399514423;Stunna Lip Paint Longwear;Stunna Lip Paint Longwear Fluid Lip Color;Batom FENTY BEAUTY by Rihanna Stunna Lip Paint Longwear Fluid Lip Color  para Lábios;Lábios;Batom;FENTY BEAUTY by Rihanna;3.9;ml
550638516430;Lip Gloss Clear;Lip Gloss - Clear;Gloss MAC Cosmetics Lip Gloss - Clear  para Lábios;Lábios;Gloss;MAC Cosmetics;15.0;ml
43368925493;Retro Matte Liquid Lip;Retro Matte Liquid Lip Colour - Feels So Grand;Batom MAC Cosmetics Retro Matte Liquid Lip Colour - Feels So Grand  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
619155946622;Retro Matte Liquid Lip;Retro Matte Liquid Lip Colour - Topped With Brandy;Batom MAC Cosmetics Retro Matte Liquid Lip Colour - Topped With Brandy  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
853350218195;Retro Matte Liquid Lip;Retro Matte Liquid Lip Colour - Dance With Me;Batom MAC Cosmetics Retro Matte Liquid Lip Colour - Dance With Me  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
962808724581;Powder Kiss Liquid Lipstick;Powder Kiss Liquid Lipstick - MACsmash;Batom MAC Cosmetics Powder Kiss Liquid Lipstick - MACsmash  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
338009690817;Powder Kiss Liquid Lipstick;Powder Kiss Liquid Lipstick - Make Love To The Camera;Batom MAC Cosmetics Powder Kiss Liquid Lipstick - Make Love To The Camera  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
903840435929;Powder Kiss Liquid Lipstick;Powder Kiss Liquid Lipstick - A Little Tamed;Batom MAC Cosmetics Powder Kiss Liquid Lipstick - A Little Tamed  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
687285820792;Powder Kiss Liquid Lipstick;Powder Kiss Liquid Lipstick - Devoted To Chili;Batom MAC Cosmetics Powder Kiss Liquid Lipstick - Devoted To Chili  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
829880371105;Powder Kiss Liquid Lipstick;Powder Kiss Liquid Lipstick - More The Mehr-Ier;Batom MAC Cosmetics Powder Kiss Liquid Lipstick - More The Mehr-Ier  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
395344211589;Powder Kiss Liquid Lipstick;Powder Kiss Liquid Lipstick - Over The Taupe;Batom MAC Cosmetics Powder Kiss Liquid Lipstick - Over The Taupe  para Lábios;Lábios;Batom;MAC Cosmetics;5.0;ml
49395427108;Ultra HD Matte Lip;Ultra HD Matte Lip Color;Batom Revlon Ultra HD Matte Lip Color  para Lábios;Lábios;Batom;Revlon;6.0;ml
479714921923;ColorStay Overtime Lipcolor;ColorStay Overtime Lipcolor;Batom Revlon ColorStay Overtime Lipcolor  para Lábios;Lábios;Batom;Revlon;63.0;ml
175883828017;ColorStay Satin Ink Crown;ColorStay Satin Ink Crown Jewels Liquid Lipstick;Batom Revlon ColorStay Satin Ink Crown Jewels Liquid Lipstick  para Lábios;Lábios;Batom;Revlon;153.0;ml
768936321070;ColorStay Satin Ink Liquid;ColorStay Satin Ink Liquid Lipstick;Batom Revlon ColorStay Satin Ink Liquid Lipstick  para Lábios;Lábios;Batom;Revlon;153.0;ml
895635924711;Contour Lip Liner Pencil;Contour Lip Liner Pencil - 060 Premiere;Lápis labial Dior Contour Lip Liner Pencil - 060 Premiere  para Lábios;Lábios;Lápis labial;Dior;1.2;ml
586895710212;Contour Lip Liner Pencil;Contour Lip Liner Pencil - 943 Euphoric;Lápis labial Dior Contour Lip Liner Pencil - 943 Euphoric  para Lábios;Lábios;Lápis labial;Dior;1.2;ml
236734704055;Contour Lip Liner Pencil;Contour Lip Liner Pencil - 100 Nude Look;Lápis labial Dior Contour Lip Liner Pencil - 100 Nude Look  para Lábios;Lábios;Lápis labial;Dior;1.2;ml
789181934563;Dove Essential Nourishing Lip;Dove Essential Nourishing Lip Care with Jojoba oil and Shea butter extract,Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue;Balm Dove Dove Essential Nourishing Lip Care with Jojoba oil and Shea butter extract,Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue  para Lábios;Lábios;Balm;Dove;10.0;ml
283828438990;Dove Essential Nourishing Lip;Dove Essential Nourishing Lip Care with Jojoba oil and Shea butter extract,Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue;Balm Dove Dove Essential Nourishing Lip Care with Jojoba oil and Shea butter extract,Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue  para Lábios;Lábios;Balm;Dove;10.0;ml
213859277084;Dove Essential Nourishing Lip;Dove Essential Nourishing Lip Care with Jojoba oil and Shea butter extract,Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue;Balm Dove Dove Essential Nourishing Lip Care with Jojoba oil and Shea butter extract,Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue  para Lábios;Lábios;Balm;Dove;10.0;ml
686094516599;Dove Hydro Nourishing Lip;Dove Hydro Nourishing Lip Care with with aloe vera oil and vitamin E,Long lasting Lip Balm,24 hours Hydration, Imported,4.8gm,PO2, Blue;Balm Dove Dove Hydro Nourishing Lip Care with with aloe vera oil and vitamin E,Long lasting Lip Balm,24 hours Hydration, Imported,4.8gm,PO2, Blue  para Lábios;Lábios;Balm;Dove;10.0;ml
471822561435;Dove Hydro Nourishing Lip;Dove Hydro Nourishing Lip Care with with aloe vera oil and vitamin E,Long lasting Lip Balm,24 hours Hydration, Imported,4.8gm,PO2, Blue;Balm Dove Dove Hydro Nourishing Lip Care with with aloe vera oil and vitamin E,Long lasting Lip Balm,24 hours Hydration, Imported,4.8gm,PO2, Blue  para Lábios;Lábios;Balm;Dove;10.0;ml
418073067255;Dove Hydro Nourishing Lip;Dove Hydro Nourishing Lip Care with with aloe vera oil and vitamin E,Long lasting Lip Balm,24 hours Hydration, Imported,4.8gm,PO2, Blue;Balm Dove Dove Hydro Nourishing Lip Care with with aloe vera oil and vitamin E,Long lasting Lip Balm,24 hours Hydration, Imported,4.8gm,PO2, Blue  para Lábios;Lábios;Balm;Dove;10.0;ml
480018647549;Dove Essential Nourishing Lip;Dove Essential Nourishing Lip Care + Dove Hydro Nourishing Lip Care, Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue;Balm Dove Dove Essential Nourishing Lip Care + Dove Hydro Nourishing Lip Care, Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue  para Lábios;Lábios;Balm;Dove;10.0;ml
834443993335;Dove Essential Nourishing Lip;Dove Essential Nourishing Lip Care + Dove Hydro Nourishing Lip Care, Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue;Balm Dove Dove Essential Nourishing Lip Care + Dove Hydro Nourishing Lip Care, Long lasting Lip Balm, 24 hours Hydration, Imported,4.8gm,PO2, Blue  para Lábios;Lábios;Balm;Dove;10.0;ml
854268930957;Paris Infallible Never Fail;L'Oreal Paris Infallible Never Fail Lipliner, Pink, 0.0090-Ounce;Lápis labial L'Oreal Paris L'Oreal Paris Infallible Never Fail Lipliner, Pink, 0.0090-Ounce  para Lábios;Lábios;Lápis labial;L'Oreal Paris;0.2957353;ml
770283359651;Lip Pencil Ruby Woo;Lip Pencil - Ruby Woo;Lápis labial MAC Cosmetics Lip Pencil - Ruby Woo  para Lábios;Lábios;Lápis labial;MAC Cosmetics;1.45;ml
102000439863;Lip Pencil Whirl;Lip Pencil - Whirl;Lápis labial MAC Cosmetics Lip Pencil - Whirl  para Lábios;Lábios;Lápis labial;MAC Cosmetics;1.45;ml
65783583362;Lip Pencil Chestnut;Lip Pencil - Chestnut;Lápis labial MAC Cosmetics Lip Pencil - Chestnut  para Lábios;Lábios;Lápis labial;MAC Cosmetics;1.45;ml
371619718793;Lip Pencil Soar;Lip Pencil - Soar;Lápis labial MAC Cosmetics Lip Pencil - Soar  para Lábios;Lábios;Lápis labial;MAC Cosmetics;1.45;ml
699457478304;Lip Pencil Spice;Lip Pencil - Spice;Lápis labial MAC Cosmetics Lip Pencil - Spice  para Lábios;Lábios;Lápis labial;MAC Cosmetics;1.45;ml
712834216099;Chubby Stick Intense Moisturizing;Chubby Stick Intense Moisturizing Lip Colour Balm;Balm Clinique Chubby Stick Intense Moisturizing Lip Colour Balm  para Lábios;Lábios;Balm;Clinique;90.0;ml
487240734573;Chubby Stick Moisturizing Lip;Chubby Stick Moisturizing Lip Colour Balm;Balm Clinique Chubby Stick Moisturizing Lip Colour Balm  para Lábios;Lábios;Balm;Clinique;90.0;ml
229889175139;Pop Reds;Pop Reds;Batom Clinique Pop Reds  para Lábios;Lábios;Batom;Clinique;3.9;ml
848354784180;Almost Lipstick Black Honey;Almost Lipstick in Black Honey;Batom Clinique Almost Lipstick in Black Honey  para Lábios;Lábios;Batom;Clinique;63.0;ml
474180419776;Dramatically Different Lipstick Shaping;Dramatically Different Lipstick Shaping Lip Colour;Batom Clinique Dramatically Different Lipstick Shaping Lip Colour  para Lábios;Lábios;Batom;Clinique;90.0;ml
688359903311;Clinique Pop Lip Colour;Clinique Pop Lip Colour + Primer Lipstick;Batom Clinique Clinique Pop Lip Colour + Primer Lipstick  para Lábios;Lábios;Batom;Clinique;117.0;ml
125694309601;Even Better Pop Lip;Even Better Pop Lip Colour Foundation Lipstick;Batom Clinique Even Better Pop Lip Colour Foundation Lipstick  para Lábios;Lábios;Batom;Clinique;117.0;ml
964229688770;Black Honey Lip Duo;Black Honey Lip Duo;Batom Clinique Black Honey Lip Duo  para Lábios;Lábios;Batom;Clinique;72.0;ml
246427593149;Addict Lip Glow Lip;Addict Lip Glow Lip Balm - 006 Berry;Balm Dior Addict Lip Glow Lip Balm - 006 Berry  para Lábios;Lábios;Balm;Dior;3.2;ml
405443119300;Addict Lip Glow Lip;Addict Lip Glow Lip Balm - 012 Rosewood;Balm Dior Addict Lip Glow Lip Balm - 012 Rosewood  para Lábios;Lábios;Balm;Dior;3.2;ml
528778004957;Addict Lip Tint Natural;Addict Lip Tint - 491 Natural Rosewood;Batom Dior Addict Lip Tint - 491 Natural Rosewood  para Lábios;Lábios;Batom;Dior;6.0;ml
144605328548;Dior Addict Lipstick Dior;Dior Addict Lipstick - 008 Dior 8;Batom Dior Dior Addict Lipstick - 008 Dior 8  para Lábios;Lábios;Batom;Dior;3.2;ml
969121199522;Rouge Dior Balm Matte;Rouge Dior Balm Matte Lipstick - 100 Nude Look;Batom Dior Rouge Dior Balm Matte Lipstick - 100 Nude Look  para Lábios;Lábios;Batom;Dior;3.5;ml
748727436107;Rouge Dior Balm Satin;Rouge Dior Balm Satin Lipstick - 772 Classic;Batom Dior Rouge Dior Balm Satin Lipstick - 772 Classic  para Lábios;Lábios;Batom;Dior;3.5;ml
252810898593;Rouge Balm Satin Lipstick;Rouge Balm Satin Lipstick - 100 Nude Look;Batom Dior Rouge Balm Satin Lipstick - 100 Nude Look  para Lábios;Lábios;Batom;Dior;3.5;ml
883692427016;Rouge Dior Lipstick Nude;Rouge Dior Lipstick - 100 Nude Look Matte Finish;Batom Dior Rouge Dior Lipstick - 100 Nude Look Matte Finish  para Lábios;Lábios;Batom;Dior;3.5;ml
621831908411;Rouge Dior Velvet Lipstick;Rouge Dior Velvet Lipstick - 100 Nude Look;Batom Dior Rouge Dior Velvet Lipstick - 100 Nude Look  para Lábios;Lábios;Batom;Dior;3.5;ml
803540544825;Rouge Dior Forever Liquid;Rouge Dior Forever Liquid Lipstick - 300 Forever Nude Style;Batom Dior Rouge Dior Forever Liquid Lipstick - 300 Forever Nude Style  para Lábios;Lábios;Batom;Dior;6.0;ml
940539011644;Rouge Dior Forever Liquid;Rouge Dior Forever Liquid Lipstick - 720 Forever Icone;Batom Dior Rouge Dior Forever Liquid Lipstick - 720 Forever Icone  para Lábios;Lábios;Batom;Dior;6.0;ml
220691059280;Rouge Dior Forever Liquid;Rouge Dior Forever Liquid Lipstick - 840 Forever Radiant;Batom Dior Rouge Dior Forever Liquid Lipstick - 840 Forever Radiant  para Lábios;Lábios;Batom;Dior;6.0;ml
296222259962;Rouge Dior Forever Liquid;Rouge Dior Forever Liquid Lipstick - 861 Forever Charm;Batom Dior Rouge Dior Forever Liquid Lipstick - 861 Forever Charm  para Lábios;Lábios;Batom;Dior;6.0;ml
123033879891;Rouge Dior Forever Liquid;Rouge Dior Forever Liquid Lipstick - 959 Forever Bold;Batom Dior Rouge Dior Forever Liquid Lipstick - 959 Forever Bold  para Lábios;Lábios;Batom;Dior;6.0;ml
181856479704;Rouge Dior Forever Liquid;Rouge Dior Forever Liquid Lipstick - 637 Forever Sublime;Batom Dior Rouge Dior Forever Liquid Lipstick - 637 Forever Sublime  para Lábios;Lábios;Batom;Dior;6.0;ml
20292838600;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 458 Forever Paris;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 458 Forever Paris  para Lábios;Lábios;Batom;Dior;3.2;ml
133561185340;Rouge Dior Forever Liquid;Rouge Dior Forever Liquid Lipstick - 518 Forever Confident;Batom Dior Rouge Dior Forever Liquid Lipstick - 518 Forever Confident  para Lábios;Lábios;Batom;Dior;3.2;ml
292086767025;Rouge Dior Forever Liquid;Rouge Dior Forever Liquid Lipstick - 505 Forever Sensual;Batom Dior Rouge Dior Forever Liquid Lipstick - 505 Forever Sensual  para Lábios;Lábios;Batom;Dior;3.2;ml
713073855711;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 100 Forever Nude Look;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 100 Forever Nude Look  para Lábios;Lábios;Batom;Dior;3.2;ml
226916824510;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 300 Forever Nude Style;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 300 Forever Nude Style  para Lábios;Lábios;Batom;Dior;3.2;ml
177899640966;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 525 Forever Ch;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 525 Forever Ch  para Lábios;Lábios;Batom;Dior;3.2;ml
372336478366;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 558 Forever Grace;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 558 Forever Grace  para Lábios;Lábios;Batom;Dior;3.2;ml
306601900160;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 720 Forever Icone;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 720 Forever Icone  para Lábios;Lábios;Batom;Dior;3.2;ml
781622116385;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 780 Forever Lucky;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 780 Forever Lucky  para Lábios;Lábios;Batom;Dior;3.2;ml
28261603556;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 840 Forever Radiant;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 840 Forever Radiant  para Lábios;Lábios;Batom;Dior;3.2;ml
877678651397;Rouge Dior Forever Lipstick;Rouge Dior Forever Transfer-Proof Lipstick - 999 Forever Dior;Batom Dior Rouge Dior Forever Transfer-Proof Lipstick - 999 Forever Dior  para Lábios;Lábios;Batom;Dior;3.2;ml
773303979204;Fenty Icon Refillable Lipstick;Fenty Icon Semi-Matte Refillable Lipstick;Batom FENTY BEAUTY by Rihanna Fenty Icon Semi-Matte Refillable Lipstick  para Lábios;Lábios;Batom;FENTY BEAUTY by Rihanna;120.6;ml
30845208446;Mini Mac Lipstick Danger;Mini Mac Lipstick - D For Danger;Batom MAC Cosmetics Mini Mac Lipstick - D For Danger  para Lábios;Lábios;Batom;MAC Cosmetics;1.8;ml
651897021687;Mini Mac Lipstick Diva;Mini Mac Lipstick - Diva;Batom MAC Cosmetics Mini Mac Lipstick - Diva  para Lábios;Lábios;Batom;MAC Cosmetics;1.8;ml
753497549896;Mini Mac Lipstick Mehr;Mini Mac Lipstick - Mehr;Batom MAC Cosmetics Mini Mac Lipstick - Mehr  para Lábios;Lábios;Batom;MAC Cosmetics;1.8;ml
660696618295;Mini Mac Lipstick Please;Mini Mac Lipstick - Please Me;Batom MAC Cosmetics Mini Mac Lipstick - Please Me  para Lábios;Lábios;Batom;MAC Cosmetics;1.8;ml
870189698370;Mini Mac Lipstick Ruby;Mini Mac Lipstick - Ruby Woo;Batom MAC Cosmetics Mini Mac Lipstick - Ruby Woo  para Lábios;Lábios;Batom;MAC Cosmetics;1.8;ml
309763107859;Mini Mac Lipstick Whirl;Mini Mac Lipstick - Whirl;Batom MAC Cosmetics Mini Mac Lipstick - Whirl  para Lábios;Lábios;Batom;MAC Cosmetics;1.8;ml
264314380702;Matte Lipstick Please;Matte Lipstick - Please Me;Batom MAC Cosmetics Matte Lipstick - Please Me  para Lábios;Lábios;Batom;MAC Cosmetics;3.0;ml
910090965328;Satin Lipstick Mocha;Satin Lipstick - Mocha;Batom MAC Cosmetics Satin Lipstick - Mocha  para Lábios;Lábios;Batom;MAC Cosmetics;3.0;ml
737855929674;Matte Lipstick Velvet Teddy;Matte Lipstick - Velvet Teddy;Batom MAC Cosmetics Matte Lipstick - Velvet Teddy  para Lábios;Lábios;Batom;MAC Cosmetics;3.0;ml
73011349666;Matte Lipstick Whirl;Matte Lipstick - Whirl;Batom MAC Cosmetics Matte Lipstick - Whirl  para Lábios;Lábios;Batom;MAC Cosmetics;3.0;ml
587752924780;Matte Lipstick Danger;Matte Lipstick - D For Danger;Batom MAC Cosmetics Matte Lipstick - D For Danger  para Lábios;Lábios;Batom;MAC Cosmetics;3.0;ml
390360930087;Lip Conditioner Tube;Lip Conditioner Tube;Balm MAC Cosmetics Lip Conditioner Tube  para Lábios;Lábios;Balm;MAC Cosmetics;3.5;ml
55912326892;Prep Prime Lip;Prep + Prime Lip;Balm MAC Cosmetics Prep + Prime Lip  para Lábios;Lábios;Balm;MAC Cosmetics;1.7;ml
698152835276;Powder Kiss Velvet Blur;Powder Kiss Velvet Blur Slim Stick - Sheer Outrage;Batom MAC Cosmetics Powder Kiss Velvet Blur Slim Stick - Sheer Outrage  para Lábios;Lábios;Batom;MAC Cosmetics;2.0;ml
622887561346;Powder Kiss Velvet Blur;Powder Kiss Velvet Blur Slim Stick - Stay Curious;Batom MAC Cosmetics Powder Kiss Velvet Blur Slim Stick - Stay Curious  para Lábios;Lábios;Batom;MAC Cosmetics;2.0;ml
924144197269;Powder Kiss Velvet Blur;Powder Kiss Velvet Blur Slim Stick - Sweet Cinnamon;Batom MAC Cosmetics Powder Kiss Velvet Blur Slim Stick - Sweet Cinnamon  para Lábios;Lábios;Batom;MAC Cosmetics;2.0;ml
962084913556;Powder Kiss Velvet Blur;Powder Kiss Velvet Blur Slim Stick - Mull It Over;Batom MAC Cosmetics Powder Kiss Velvet Blur Slim Stick - Mull It Over  para Lábios;Lábios;Batom;MAC Cosmetics;2.0;ml
93172031965;Neutrogena Norwegian Formula Lip;Neutrogena Norwegian Formula Lip Moisturizer For Dry Lip With SPF 15, White, 4 g, 0.15 Ounce (Neu-9578);Balm Neutrogena Neutrogena Norwegian Formula Lip Moisturizer For Dry Lip With SPF 15, White, 4 g, 0.15 Ounce (Neu-9578)  para Lábios;Lábios;Balm;Neutrogena;4.0;ml
471402392732;NIVEA Lip Balm Fruity;NIVEA Lip Balm, Fruity Strawberry Shine, 4.8g;Balm Nivea NIVEA Lip Balm, Fruity Strawberry Shine, 4.8g  para Lábios;Lábios;Balm;Nivea;4.8;ml
447460417250;NIVEA Lip Balm Original;NIVEA Lip Balm, Original Care;Balm Nivea NIVEA Lip Balm, Original Care  para Lábios;Lábios;Balm;Nivea;4.8;ml
360274400952;NIVEA Lip Balm Original;NIVEA Lip Balm, Original Care, Silver 4.8g;Balm Nivea NIVEA Lip Balm, Original Care, Silver 4.8g  para Lábios;Lábios;Balm;Nivea;4.8;ml
470028715604;NIVEA Lip Balm Fruity;NIVEA Lip Balm, Fruity Watermelon Shine, 4.8g;Balm Nivea NIVEA Lip Balm, Fruity Watermelon Shine, 4.8g  para Lábios;Lábios;Balm;Nivea;4.8;ml
561678306202;Nivea Lip Balm Fruity;Nivea Lip Balm, Fruity Berry Shine, 4.8G,Purple;Balm Nivea Nivea Lip Balm, Fruity Berry Shine, 4.8G,Purple  para Lábios;Lábios;Balm;Nivea;0.3;ml
933773068062;NIVEA Lip Balm Soft;NIVEA Lip Balm, Soft Rose, 4.8g;Balm Nivea NIVEA Lip Balm, Soft Rose, 4.8g  para Lábios;Lábios;Balm;Nivea;4.8;ml
