cod_prod;nome_abrev;nome_completo;descricao;categoria;sub_categoria;marca;conteudo_valor;conteudo_medida
976621333486;Pro Filt r Amplifying;Pro Filt'r Amplifying Eye Primer;Primer para olhos FENTY BEAUTY by Rihanna Pro Filt'r Amplifying Eye Primer  para Olhos;Olhos;Primer para olhos;FENTY BEAUTY by Rihanna;8.1;ml
430966075390;Flyliner Longwear Liquid Eyeliner;Flyliner Longwear Liquid Eyeliner;Delineador FENTY BEAUTY by Rihanna Flyliner Longwear Liquid Eyeliner  para Olhos;Olhos;Delineador;FENTY BEAUTY by Rihanna;0.57;ml
843371086460;Paris Voluminous Butterfly Mascara;L'Oreal Paris Voluminous Butterfly Mascara, 868 Blackest Black, 0.22 Fluid Ounce;Máscara L'Oreal Paris L'Oreal Paris Voluminous Butterfly Mascara, 868 Blackest Black, 0.22 Fluid Ounce  para Olhos;Olhos;Máscara;L'Oreal Paris;6.7;ml
856785110669;Paris Voluminous Butterfly Waterproof;L'Oreal Paris Voluminous Butterfly Waterproof Mascara, 871 Blackest Black , 0.21 Fluid Ounce;Máscara L'Oreal Paris L'Oreal Paris Voluminous Butterfly Waterproof Mascara, 871 Blackest Black , 0.21 Fluid Ounce  para Olhos;Olhos;Máscara;L'Oreal Paris;0.21;oz
971586503165;Paris Cosmetics Voluminous Feline;L'Oreal Paris Cosmetics Voluminous Feline Mascara Waterproof, Blackest Noir, 0.27 Fluid Ounce;Máscara L'Oreal Paris L'Oreal Paris Cosmetics Voluminous Feline Mascara Waterproof, Blackest Noir, 0.27 Fluid Ounce  para Olhos;Olhos;Máscara;L'Oreal Paris;0.27;oz
100235338159;Paris Voluminous Curved Brush;L'Oreal Paris Voluminous Curved Brush Mascara, Black, 0.28 Ounces;Máscara L'Oreal Paris L'Oreal Paris Voluminous Curved Brush Mascara, Black, 0.28 Ounces  para Olhos;Olhos;Máscara;L'Oreal Paris;0.28;oz
430987942367;Neutrogena Hydro Boost Plumping;Neutrogena Hydro Boost Plumping Mascara Enriched with Hyaluronic Acid, Vitamin E, and Keratin, Black 02, 0.21 Ounce;Máscara Neutrogena Neutrogena Hydro Boost Plumping Mascara Enriched with Hyaluronic Acid, Vitamin E, and Keratin, Black 02, 0.21 Ounce  para Olhos;Olhos;Máscara;Neutrogena;0.21;oz
909534899510;Fierce Eyes Wide Open;So Fierce! Eyes Wide Open Mascara;Máscara Revlon So Fierce! Eyes Wide Open Mascara  para Olhos;Olhos;Máscara;Revlon;7.2;ml
329389504764;ColorStay Liquid Eye Pen;ColorStay Liquid Eye Pen Connect The Dots;Delineador Revlon ColorStay Liquid Eye Pen Connect The Dots  para Olhos;Olhos;Delineador;Revlon;12.0;ml
50889451820;ColorStay Liquid Eye Pen;ColorStay Liquid Eye Pen Sharp Line;Delineador Revlon ColorStay Liquid Eye Pen Sharp Line  para Olhos;Olhos;Delineador;Revlon;12.0;ml
821338191051;Diorshow Stylo Eye Liner;Diorshow 24H* Stylo Eye Liner - 061 Matte Grey;Delineador Dior Diorshow 24H* Stylo Eye Liner - 061 Matte Grey  para Olhos;Olhos;Delineador;Dior;0.2;ml
260493976682;High Impact Custom Black;High Impact Custom Black Kajal Eyeliner;Delineador Clinique High Impact Custom Black Kajal Eyeliner  para Olhos;Olhos;Delineador;Clinique;3.0;ml
568116917037;Instant Lift Brows Pencil;Instant Lift For Brows Pencil;Sobrancelha Clinique Instant Lift For Brows Pencil  para Olhos;Olhos;Sobrancelha;Clinique;0.12;ml
822116756868;Diorshow Brow Styler Universal;Diorshow Brow Styler - 002 Universal Dark Brown;Sobrancelha Dior Diorshow Brow Styler - 002 Universal Dark Brown  para Olhos;Olhos;Sobrancelha;Dior;0.09;ml
721972741868;Diorshow Kabuki Brow Styler;Diorshow Kabuki Brow Styler - 03 Brown;Sobrancelha Dior Diorshow Kabuki Brow Styler - 03 Brown  para Olhos;Olhos;Sobrancelha;Dior;0.29;ml
546176880089;Brow MVP Sculpting Wax;Brow MVP Sculpting Wax Pencil & Styler;Sobrancelha FENTY BEAUTY by Rihanna Brow MVP Sculpting Wax Pencil & Styler  para Olhos;Olhos;Sobrancelha;FENTY BEAUTY by Rihanna;5.4;ml
874561008306;Flypencil Longwear Pencil Eyeliner;Flypencil Longwear Pencil Eyeliner;Delineador FENTY BEAUTY by Rihanna Flypencil Longwear Pencil Eyeliner  para Olhos;Olhos;Delineador;FENTY BEAUTY by Rihanna;0.3;ml
238025339151;Brow MVP Ultra Fine;Brow MVP Ultra Fine Brow Pencil & Styler;Sobrancelha FENTY BEAUTY by Rihanna Brow MVP Ultra Fine Brow Pencil & Styler  para Olhos;Olhos;Sobrancelha;FENTY BEAUTY by Rihanna;5.4;ml
259195081565;ColorStay Brow Pencil;ColorStay Brow Pencil;Sobrancelha Revlon ColorStay Brow Pencil  para Olhos;Olhos;Sobrancelha;Revlon;11.7;ml
312663201831;ColorStay Line Creator Double;ColorStay Line Creator Double Ended Liner;Delineador Revlon ColorStay Line Creator Double Ended Liner  para Olhos;Olhos;Delineador;Revlon;12.0;ml
714933001446;ColorStay Brow Creator;ColorStay Brow Creator;Sobrancelha Revlon ColorStay Brow Creator  para Olhos;Olhos;Sobrancelha;Revlon;10.5;ml
701422862107;ColorStay Eyeliner Pencil Pack;ColorStay Eyeliner Pencil 2 Pack;Delineador Revlon ColorStay Eyeliner Pencil 2 Pack  para Olhos;Olhos;Delineador;Revlon;12.0;ml
690157355643;Shadow Single Eyeshadow;All About Shadow Single Eyeshadow;Sombra Clinique All About Shadow Single Eyeshadow  para Olhos;Olhos;Sombra;Clinique;0.6;ml
787138523839;Shadow Quad Eyeshadow;All About Shadow Quad Eyeshadow;Sombra Clinique All About Shadow Quad Eyeshadow  para Olhos;Olhos;Sombra;Clinique;0.57;ml
783912512013;Best Black Honey Shadow;The Best Of Black Honey All About Shadow Palette;Sombra Clinique The Best Of Black Honey All About Shadow Palette  para Olhos;Olhos;Sombra;Clinique;3.0;ml
936923363710;Mono Couleur Couture Eyeshadow;Mono Couleur Couture Eyeshadow - 530 Tulle;Sombra Dior Mono Couleur Couture Eyeshadow - 530 Tulle  para Olhos;Olhos;Sombra;Dior;2.0;ml
128683950419;Mono Couleur Couture Eyeshadow;Mono Couleur Couture Eyeshadow - 616 Gold Star;Sombra Dior Mono Couleur Couture Eyeshadow - 616 Gold Star  para Olhos;Olhos;Sombra;Dior;2.0;ml
872347060821;Mono Couleur Couture Eyeshadow;Mono Couleur Couture Eyeshadow - 763 Rosewood;Sombra Dior Mono Couleur Couture Eyeshadow - 763 Rosewood  para Olhos;Olhos;Sombra;Dior;2.0;ml
272855642678;Mono Couleur Couture Eyeshadow;Mono Couleur Couture Eyeshadow - 884 Rouge Trafalgar;Sombra Dior Mono Couleur Couture Eyeshadow - 884 Rouge Trafalgar  para Olhos;Olhos;Sombra;Dior;2.0;ml
542499978281;Mono Couleur Couture Eyeshadow;Mono Couleur Couture Eyeshadow - 098 Black Bow;Sombra Dior Mono Couleur Couture Eyeshadow - 098 Black Bow  para Olhos;Olhos;Sombra;Dior;2.0;ml
986531946935;Mono Couleur Couture Eyeshadow;Mono Couleur Couture Eyeshadow - 240 Denim;Sombra Dior Mono Couleur Couture Eyeshadow - 240 Denim  para Olhos;Olhos;Sombra;Dior;2.0;ml
464384721362;Mono Couleur Couture Eyeshadow;Mono Couleur Couture Eyeshadow - 481 Poncho;Sombra Dior Mono Couleur Couture Eyeshadow - 481 Poncho  para Olhos;Olhos;Sombra;Dior;2.0;ml
422456882960;Mono Couleur Couture Eyeshadow;Mono Couleur Couture Eyeshadow - 884 Rouge Trafalgar;Sombra Dior Mono Couleur Couture Eyeshadow - 884 Rouge Trafalgar  para Olhos;Olhos;Sombra;Dior;2.0;ml
917845373827;Couleurs Couture Eyeshadow Palette;5 Couleurs Couture Eyeshadow Palette;Sombra Dior 5 Couleurs Couture Eyeshadow Palette  para Olhos;Olhos;Sombra;Dior;0.3;ml
336847961663;Snap Shadows Mix Match;Snap Shadows Mix & Match Eyeshadow Palette;Sombra FENTY BEAUTY by Rihanna Snap Shadows Mix & Match Eyeshadow Palette  para Olhos;Olhos;Sombra;FENTY BEAUTY by Rihanna;1.05;ml
587439116323;Eye Shadow Glitters;Eye Shadow - All That Glitters;Sombra MAC Cosmetics Eye Shadow - All That Glitters  para Olhos;Olhos;Sombra;MAC Cosmetics;1.3;ml
346906292577;NYX Professional Makeup Loose;NYX Professional Makeup Loose Pearl Eyeshadow, Silver, 0.192 Ounce;Sombra NYX NYX Professional Makeup Loose Pearl Eyeshadow, Silver, 0.192 Ounce  para Olhos;Olhos;Sombra;NYX;0.05;lbs
529240808400;NYX Eye Shadow Base;NYX Eye Shadow Base Primer ESB02 - White Pearl;Sombra NYX NYX Eye Shadow Base Primer ESB02 - White Pearl  para Olhos;Olhos;Sombra;NYX;0.04;lbs
513150915013;Fierce Prismatic Shadow Palette;So Fierce! Prismatic Shadow Palette;Sombra Revlon So Fierce! Prismatic Shadow Palette  para Olhos;Olhos;Sombra;Revlon;6.3;ml
271789550653;Clinique Chubby Stick Shadow;Clinique Chubby Stick Shadow Tint for Eyes, No. 03 Fuller Fudge, 0.1 Ounce;Sombra Clinique Clinique Chubby Stick Shadow Tint for Eyes, No. 03 Fuller Fudge, 0.1 Ounce  para Olhos;Olhos;Sombra;Clinique;0.2957353;ml
70639997743;NYX Cosmetics infinite Shadow;NYX Cosmetics infinite Shadow Stick, Silk, 0.19 Ounce;Sombra NYX NYX Cosmetics infinite Shadow Stick, Silk, 0.19 Ounce  para Olhos;Olhos;Sombra;NYX;14.0;ml
765532426307;NYX Professional Makeup infinite;NYX Professional Makeup infinite Shadow Stick, Almond, 0.19 Ounce;Sombra NYX NYX Professional Makeup infinite Shadow Stick, Almond, 0.19 Ounce  para Olhos;Olhos;Sombra;NYX;10.0;ml
650151596381;Clinique High Impact Mascara;Clinique High Impact Mascara 01black 0.14oz/3.5*4;Máscara Clinique Clinique High Impact Mascara 01black 0.14oz/3.5*4  para Olhos;Olhos;Máscara;Clinique;3.5;ml
162384144562;Clinique High Impact Mascara;Clinique High Impact Mascara Black 4g New (Not Boxed);Máscara Clinique Clinique High Impact Mascara Black 4g New (Not Boxed)  para Olhos;Olhos;Máscara;Clinique;3.5;ml
874631322257;Clinique Bottom Lash Mascara;Clinique Bottom Lash Mascara - # 01 Black - 2/0.07Oz;Máscara Clinique Clinique Bottom Lash Mascara - # 01 Black - 2/0.07Oz  para Olhos;Olhos;Máscara;Clinique;2.0;ml
232491230165;Clinique Clinique Lash Doubling;Clinique Clinique Lash Doubling Mascara, 01 Black, 8/0.27oz;Máscara Clinique Clinique Clinique Lash Doubling Mascara, 01 Black, 8/0.27oz  para Olhos;Olhos;Máscara;Clinique;8.0;ml
166049644886;Clinique High Impact Waterproof;Clinique High Impact Waterproof Mascara - # 01 Black - 8/0.28oz;Máscara Clinique Clinique High Impact Waterproof Mascara - # 01 Black - 8/0.28oz  para Olhos;Olhos;Máscara;Clinique;8.0;ml
705516174930;Clinique Clinique High Impact;Clinique: Clinique High Impact Extreme Volume Mascara - Extreme Black;Máscara Clinique Clinique: Clinique High Impact Extreme Volume Mascara - Extreme Black  para Olhos;Olhos;Máscara;Clinique;10.0;ml
735232450094;Clinique High Impact Mascara;Clinique High Impact Mascara Dramatic Lashes On-Contact for Women, Black/Brown, 0.28 Ounce;Máscara Clinique Clinique High Impact Mascara Dramatic Lashes On-Contact for Women, Black/Brown, 0.28 Ounce  para Olhos;Olhos;Máscara;Clinique;7.0;ml
173596778414;Clinique High Impact Extreme;Clinique High Impact Extreme Volume Mascara, shade=Black;Máscara Clinique Clinique High Impact Extreme Volume Mascara, shade=Black  para Olhos;Olhos;Máscara;Clinique;10.0;ml
154550864169;Clinique Lash Power Extension;Clinique Lash Power Extension Visible Mascara - # 01 Black Onyx - 6g/0.21oz;Máscara Clinique Clinique Lash Power Extension Visible Mascara - # 01 Black Onyx - 6g/0.21oz  para Olhos;Olhos;Máscara;Clinique;6.0;ml
826303150583;Lash Power Mascara Black;Lash Power Mascara Black Onyx;Máscara Clinique Lash Power Mascara Black Onyx  para Olhos;Olhos;Máscara;Clinique;599.0;ml
606140588769;NEW Clinique High Impact;NEW Clinique High Impact Waterproof Mascara (Black);Máscara Clinique NEW Clinique High Impact Waterproof Mascara (Black)  para Olhos;Olhos;Máscara;Clinique;8.0;ml
29637363340;Bottom Lash Mascara Black;Bottom Lash Mascara - # 01 Black - Clinique - Mascara - Bottom Lash Mascara - 2/0.07oz;Máscara Clinique Bottom Lash Mascara - # 01 Black - Clinique - Mascara - Bottom Lash Mascara - 2/0.07oz  para Olhos;Olhos;Máscara;Clinique;2.0;ml
510589746874;Paris Infallible Paints Eyeshadow;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Infallible Paints Eyeshadow Metallics,;Sombra L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Infallible Paints Eyeshadow Metallics,  para Olhos;Olhos;Sombra;L'Oreal Paris;0.07;lbs
327727189673;Paris Colour Caresse Wet;L'Oreal Paris Colour Caresse Wet Shine Lip Stain, Lilac Ever After, 0.21 Ounces;Sombra L'Oreal Paris L'Oreal Paris Colour Caresse Wet Shine Lip Stain, Lilac Ever After, 0.21 Ounces  para Olhos;Olhos;Sombra;L'Oreal Paris;0.08;lbs
775503261011;Wear Infinity Eye Shadow;L'oreal Wear Infinity Eye Shadow Single #325 Golden Olive by L'Oreal Paris;Sombra L'Oreal Paris L'oreal Wear Infinity Eye Shadow Single #325 Golden Olive by L'Oreal Paris  para Olhos;Olhos;Sombra;L'Oreal Paris;0.03;lbs
217674649903;Infallible Mono Permanent Khaki;L'Oreal Infallible Mono, Permanent Khaki 09;Sombra L'Oreal Paris L'Oreal Infallible Mono, Permanent Khaki 09  para Olhos;Olhos;Sombra;L'Oreal Paris;3.5;ml
566591562841;Paris Miss Hippie Mascara;L'Oreal Paris Miss Hippie Mascara Number 01, Black by L'Oreal Paris;Máscara L'Oreal Paris L'Oreal Paris Miss Hippie Mascara Number 01, Black by L'Oreal Paris  para Olhos;Olhos;Máscara;L'Oreal Paris;0.3;ml
514318429458;Paris Voluminous Million Lashes;L'Oreal Paris Voluminous Million Lashes Excess Mascara, Blackest Black, 0.31 Ounces;Máscara L'Oreal Paris L'Oreal Paris Voluminous Million Lashes Excess Mascara, Blackest Black, 0.31 Ounces  para Olhos;Olhos;Máscara;L'Oreal Paris;9.2;ml
851717490895;Neutrogena Nourishing Long Wear;Neutrogena Nourishing Long Wear Eye Shadow + Built-In Primer, 30 Smokey Steel.24 Oz.;Sombra Neutrogena Neutrogena Nourishing Long Wear Eye Shadow + Built-In Primer, 30 Smokey Steel.24 Oz.  para Olhos;Olhos;Sombra;Neutrogena;0.1;lbs
495236156681;NYX Cosmetics Sex Bomb;NYX Cosmetics The Sex Bomb Femme Fatale Shadow Palette, 0.21 Ounce;Sombra NYX NYX Cosmetics The Sex Bomb Femme Fatale Shadow Palette, 0.21 Ounce  para Olhos;Olhos;Sombra;NYX;54.0;ml
903374028833;NYX Cosmetics Nude Matte;NYX Cosmetics Nude Matte Eye Shadow Dance The Tides;Sombra NYX NYX Cosmetics Nude Matte Eye Shadow Dance The Tides  para Olhos;Olhos;Sombra;NYX;0.03;lbs
837107188139;NYX Cosmetics Love Rio;NYX Cosmetics Love in Rio Eye Shadow Palette, Carnival Del Sol, 0.11 Ounce;Sombra NYX NYX Cosmetics Love in Rio Eye Shadow Palette, Carnival Del Sol, 0.11 Ounce  para Olhos;Olhos;Sombra;NYX;0.08;lbs
616250879763;NYX Cosmetics Nude Matte;NYX Cosmetics Nude Matte Eye Shadow - In The Buff;Sombra NYX NYX Cosmetics Nude Matte Eye Shadow - In The Buff  para Olhos;Olhos;Sombra;NYX;0.04;lbs
881802593569;NYX Professional Makeup Loose;NYX Professional Makeup Loose Pearl Eyeshadow, Very Pink Pearl, 0.06 Ounce;Sombra NYX NYX Professional Makeup Loose Pearl Eyeshadow, Very Pink Pearl, 0.06 Ounce  para Olhos;Olhos;Sombra;NYX;0.06;oz
821642921122;NYX Professional Makeup Loose;NYX Professional Makeup Loose Pearl Eyeshadow, Yellow Gold, 0.10 Ounce;Sombra NYX NYX Professional Makeup Loose Pearl Eyeshadow, Yellow Gold, 0.10 Ounce  para Olhos;Olhos;Sombra;NYX;0.1;oz
411217614094;Nyx Single Eye Shadow;Nyx Single Eye Shadow - Golden;Sombra NYX Nyx Single Eye Shadow - Golden  para Olhos;Olhos;Sombra;NYX;0.2957353;ml
581062137335;NYX Professional Makeup Loose;NYX Professional Makeup Loose Pearl Eyeshadow, White Pearl, 0.192 Ounce;Sombra NYX NYX Professional Makeup Loose Pearl Eyeshadow, White Pearl, 0.192 Ounce  para Olhos;Olhos;Sombra;NYX;0.04;lbs
794501896414;NYX Professional Makeup Baked;NYX Professional Makeup Baked Eyeshadow, Sugar Babe, 0.1 Ounce;Sombra NYX NYX Professional Makeup Baked Eyeshadow, Sugar Babe, 0.1 Ounce  para Olhos;Olhos;Sombra;NYX;0.04;lbs
121149080491;NYX Cosmetics Nude Matte;NYX Cosmetics Nude Matte Eye Shadow Voyeur;Sombra NYX NYX Cosmetics Nude Matte Eye Shadow Voyeur  para Olhos;Olhos;Sombra;NYX;0.06;oz
161843959907;NYX Professional Makeup Loose;NYX Professional Makeup Loose Pearl Eyeshadow, Lime, 0.06 Ounce;Sombra NYX NYX Professional Makeup Loose Pearl Eyeshadow, Lime, 0.06 Ounce  para Olhos;Olhos;Sombra;NYX;0.06;oz
633924646216;NYX Cosmetics Love Florence;NYX Cosmetics Love in Florence Eye Shadow Palette, La Dolce Vita, 0.2 Ounce;Sombra NYX NYX Cosmetics Love in Florence Eye Shadow Palette, La Dolce Vita, 0.2 Ounce  para Olhos;Olhos;Sombra;NYX;0.2;oz
425845539070;Nyx Cosmetics Love Paris;Nyx Cosmetics Love In Paris Eye Shadow Palette, Madeleines and Macaroons, 0.028 Ounce;Sombra NYX Nyx Cosmetics Love In Paris Eye Shadow Palette, Madeleines and Macaroons, 0.028 Ounce  para Olhos;Olhos;Sombra;NYX;0.2957353;ml
99375837359;NYX Cosmetics Love Rio;NYX Cosmetics Love in Rio Eye Shadow Palette, Voodoo Love Spells, 0.11 Ounce;Sombra NYX NYX Cosmetics Love in Rio Eye Shadow Palette, Voodoo Love Spells, 0.11 Ounce  para Olhos;Olhos;Sombra;NYX;0.08;lbs
165293560973;NYX Professional Makeup Baked;NYX Professional Makeup Baked Eyeshadow, Kush, 0.1 Ounce;Sombra NYX NYX Professional Makeup Baked Eyeshadow, Kush, 0.1 Ounce  para Olhos;Olhos;Sombra;NYX;0.04;lbs
912311476866;NYX Cosmetics Love Rio;NYX Cosmetics Love in Rio Eye Shadow Palette, Mo Rockin' Beats, 0.11 Ounce;Sombra NYX NYX Cosmetics Love in Rio Eye Shadow Palette, Mo Rockin' Beats, 0.11 Ounce  para Olhos;Olhos;Sombra;NYX;0.08;lbs
543067056967;NYX Cosmetics Love Florence;NYX Cosmetics Love in Florence Eye Shadow Palette, Xoxo/Mona, 0.2 Ounce;Sombra NYX NYX Cosmetics Love in Florence Eye Shadow Palette, Xoxo/Mona, 0.2 Ounce  para Olhos;Olhos;Sombra;NYX;0.12;lbs
309249013292;NYX Cosmetics Nude Matte;NYX Cosmetics Nude Matte Eye Shadow Lap Dance;Sombra NYX NYX Cosmetics Nude Matte Eye Shadow Lap Dance  para Olhos;Olhos;Sombra;NYX;0.8;ml
33727574622;NYX Professional Makeup Love;NYX Professional Makeup Love in Rio Eyeshadow Palette, Bossa Nova, 0.11 Ounce;Sombra NYX NYX Professional Makeup Love in Rio Eyeshadow Palette, Bossa Nova, 0.11 Ounce  para Olhos;Olhos;Sombra;NYX;0.08;lbs
946963416932;NYX Cosmetics Nude Matte;NYX Cosmetics Nude Matte Eye Shadow I Have A Headache;Sombra NYX NYX Cosmetics Nude Matte Eye Shadow I Have A Headache  para Olhos;Olhos;Sombra;NYX;0.8;ml
254104246752;NYX Nude Matte Shadow;NYX Nude Matte Shadow - NMS08 - Blame it on Midnight;Sombra NYX NYX Nude Matte Shadow - NMS08 - Blame it on Midnight  para Olhos;Olhos;Sombra;NYX;0.8;ml
389740284346;NYX Cosmetics Nude Matte;NYX Cosmetics Nude Matte Eye Shadow Leather and Lace;Sombra NYX NYX Cosmetics Nude Matte Eye Shadow Leather and Lace  para Olhos;Olhos;Sombra;NYX;0.8;ml
252825230975;NYX Professional Makeup Love;NYX Professional Makeup Love in Florence Eyeshadow Palette, Tryst, 0.2 Ounce;Sombra NYX NYX Professional Makeup Love in Florence Eyeshadow Palette, Tryst, 0.2 Ounce  para Olhos;Olhos;Sombra;NYX;0.2957353;ml
449726041735;Nyx Cosmetics Love Rio;Nyx Cosmetics Love In Rio Eye Shadow Palette, No Tan Lines Allowed, 0.105 Ounce;Sombra NYX Nyx Cosmetics Love In Rio Eye Shadow Palette, No Tan Lines Allowed, 0.105 Ounce  para Olhos;Olhos;Sombra;NYX;0.2957353;ml
918162205860;NYX Nyx cosmetics nude;NYX Nyx cosmetics nude matte eye shadow tryst;Sombra NYX NYX Nyx cosmetics nude matte eye shadow tryst  para Olhos;Olhos;Sombra;NYX;0.8;ml
990944021844;NYX Professional Makeup Love;NYX Professional Makeup Love in Rio Eyeshadow Palette, The Brazilian, 0.11 Ounce;Sombra NYX NYX Professional Makeup Love in Rio Eyeshadow Palette, The Brazilian, 0.11 Ounce  para Olhos;Olhos;Sombra;NYX;0.08;lbs
357144678139;NYX Professional Makeup Baked;NYX Professional Makeup Baked Eyeshadow, Ambrosia, 0.1 Ounce;Sombra NYX NYX Professional Makeup Baked Eyeshadow, Ambrosia, 0.1 Ounce  para Olhos;Olhos;Sombra;NYX;0.04;lbs
385541342438;NYX Professional Makeup Natural;NYX Professional Makeup The Natural Shadow Palette, 0.21 Ounce;Sombra NYX NYX Professional Makeup The Natural Shadow Palette, 0.21 Ounce  para Olhos;Olhos;Sombra;NYX;0.12;lbs
61011884348;NYX Nude Nude Palette;NYX Nude On Nude Palette, 20 Eye Shadows, 10 Lip Colors, Applicator/Mirror;Sombra NYX NYX Nude On Nude Palette, 20 Eye Shadows, 10 Lip Colors, Applicator/Mirror  para Olhos;Olhos;Sombra;NYX;159.0;ml
30278071662;NYX Cosmetics Butt Naked;NYX Cosmetics Butt Naked Makeup Palette;Sombra NYX NYX Cosmetics Butt Naked Makeup Palette  para Olhos;Olhos;Sombra;NYX;1.23;oz
922993449515;Dove Beautiful Curls Sulphate;Dove Beautiful Curls Sulphate Free Shampoo 380 , For Curly Hair;Shampoo Dove Dove Beautiful Curls Sulphate Free Shampoo 380 , For Curly Hair  para Cabelo;Cabelo;Shampoo;Dove;380.0;ml
609507853272;Dove Intense Damage Repair;Dove Intense Damage Repair Hair Mask Formulated With 1/4Th Moisturizing Cream & Keratin Actives (300 );Máscara capilar Dove Dove Intense Damage Repair Hair Mask Formulated With 1/4Th Moisturizing Cream & Keratin Actives (300 )  para Cabelo;Cabelo;Máscara capilar;Dove;300.0;ml
772810898886;Dove Intense Damage Repair;Dove Intense Damage Repair Hair Mask Formulated With 1/4Th Moisturizing Cream & Keratin Actives (300 );Máscara capilar Dove Dove Intense Damage Repair Hair Mask Formulated With 1/4Th Moisturizing Cream & Keratin Actives (300 )  para Cabelo;Cabelo;Máscara capilar;Dove;300.0;ml
229090971261;Dove Intense Damage Repair;Dove Intense Damage Repair Hair Mask Formulated With 1/4Th Moisturizing Cream & Keratin Actives (300 );Máscara capilar Dove Dove Intense Damage Repair Hair Mask Formulated With 1/4Th Moisturizing Cream & Keratin Actives (300 )  para Cabelo;Cabelo;Máscara capilar;Dove;300.0;ml
915574900444;Paris Fall Shampoo Reinforcing;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Anti-Hair Fall Shampoo, Reinforcing & Nourishing for Hair Growth, For Thinning & Hair Loss, With Arginine Essence and Salicylic Acid, Fall;Shampoo L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Anti-Hair Fall Shampoo, Reinforcing & Nourishing for Hair Growth, For Thinning & Hair Loss, With Arginine Essence and Salicylic Acid, Fall  para Cabelo;Cabelo;Shampoo;L'Oreal Paris;175.0;ml
402960381555;Paris Fall Shampoo Reinforcing;L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Anti-Hair Fall Shampoo, Reinforcing & Nourishing for Hair Growth, For Thinning & Hair Loss, With Arginine Essence and Salicylic Acid, Fal;Shampoo L'Oreal Paris L'Orï¿½ï¿½ï¿½ï¿½ï¿½ï¿½al Paris Anti-Hair Fall Shampoo, Reinforcing & Nourishing for Hair Growth, For Thinning & Hair Loss, With Arginine Essence and Salicylic Acid, Fal  para Cabelo;Cabelo;Shampoo;L'Oreal Paris;340.0;ml
495639010290;Body Shop Shea Butter;The Body Shop Shea Butter Richly Replenishing Hair Mask;Máscara capilar The Body Shop The Body Shop Shea Butter Richly Replenishing Hair Mask  para Cabelo;Cabelo;Máscara capilar;The Body Shop;235.0;ml
388020940774;Dove Hair Fall Rescue;Dove Hair Fall Rescue Shampoo, 1L & Liril Lemon and Tea Tree Oil Body Wash, 250 ;Shampoo Dove Dove Hair Fall Rescue Shampoo, 1L & Liril Lemon and Tea Tree Oil Body Wash, 250   para Cabelo;Cabelo;Shampoo;Dove;1.0;ml
786981479805;Dove Dryness Care Shampoo;Dove Dryness Care Shampoo 340 , With Pro-Moisture Complex For Dry Hair & Scalp, Gives Soft, Smooth, Damage Free Hair - Daily Shampoo For Men & Women;Shampoo Dove Dove Dryness Care Shampoo 340 , With Pro-Moisture Complex For Dry Hair & Scalp, Gives Soft, Smooth, Damage Free Hair - Daily Shampoo For Men & Women  para Cabelo;Cabelo;Shampoo;Dove;340.0;ml
121704632837;Dove Daily Shine Shampoo;Dove Daily Shine Shampoo 340 , For Dry And Damaged Hair, Strengthening Shampoo Gives Smooth And Strong Hair - Mild Daily Shampoo For Men & Women;Shampoo Dove Dove Daily Shine Shampoo 340 , For Dry And Damaged Hair, Strengthening Shampoo Gives Smooth And Strong Hair - Mild Daily Shampoo For Men & Women  para Cabelo;Cabelo;Shampoo;Dove;340.0;ml
569400848013;Dove Hair Fall Rescue;Dove Hair Fall Rescue Shampoo 340 , For Damaged Hair, Hair Fall Control for Thicker Hair - Mild Daily Anti Hair Fall Shampoo for Men & Women;Shampoo Dove Dove Hair Fall Rescue Shampoo 340 , For Damaged Hair, Hair Fall Control for Thicker Hair - Mild Daily Anti Hair Fall Shampoo for Men & Women  para Cabelo;Cabelo;Shampoo;Dove;340.0;ml
899011927334;Dove Anti Dandruff Solutions;Dove Anti Dandruff Solutions Shampoo 340 , Prevents Dandruff & Dry Scalp, Mild Daily Shampoo For Smooth & Frizz Free Hair - For Men & Women;Shampoo Dove Dove Anti Dandruff Solutions Shampoo 340 , Prevents Dandruff & Dry Scalp, Mild Daily Shampoo For Smooth & Frizz Free Hair - For Men & Women  para Cabelo;Cabelo;Shampoo;Dove;340.0;ml
138884470043;Dove Hair Therapy Dry;Dove Hair Therapy Dry Scalp Care Sulphate-Free Shampoo, No Parabens & Dyes, With Niacinamide, 380 ;Shampoo Dove Dove Hair Therapy Dry Scalp Care Sulphate-Free Shampoo, No Parabens & Dyes, With Niacinamide, 380   para Cabelo;Cabelo;Shampoo;Dove;380.0;ml
